product_id,category,discounted_price,actual_price,discount_percentage,rating,rating_count,Category
B0088TKTY2,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,649.0,1399.0,54.0,4.2,179691.0,Computers&Accessories
B09Q5SWVBJ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15999.0,21999.0,27.0,4.2,34899.0,Electronics
B0B4DT8MKT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,348.0,1499.0,77.0,4.2,656.0,Computers&Accessories
B08CDKQ8T6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,349.0,56.0,4.3,7064.0,Computers&Accessories
B07B275VN9,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",179.0,799.0,78.0,3.7,2201.0,Electronics
B0B15CPR37,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.0,47900.0,31.0,4.3,7109.0,Electronics
B0994GFWBH,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139.0,999.0,86.0,4.0,1313.0,Computers&Accessories
B01GGKZ0V6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329.0,845.0,61.0,4.2,29746.0,Computers&Accessories
B09F9YQQ7B,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999.0,24999.0,44.0,4.2,45238.0,Electronics
B014I8SX4Y,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309.0,1400.0,78.0,4.4,426973.0,Electronics
B09Q8HMKZX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,263.0,699.0,62.0,4.1,450.0,Computers&Accessories
B0B9XN9S3W,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7999.0,14990.0,47.0,4.3,457.0,Electronics
B07966M8XH,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",1599.0,2999.0,47.0,4.2,2727.0,Electronics
B01GGKYKQM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,219.0,700.0,69.0,4.3,20053.0,Computers&Accessories
B0B86CDHL1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,899.0,61.0,4.5,149.0,Computers&Accessories
B0B5ZF3NRK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,599.0,42.0,4.1,210.0,Computers&Accessories
B09RFC46VP,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",26999.0,42999.0,37.0,4.2,45238.0,Electronics
B08R69VDHT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,115.0,499.0,77.0,4.0,7732.0,Computers&Accessories
B09RWZRCP1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.1,1780.0,Computers&Accessories
B09CMP1SC8,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,60.0,4.1,602.0,Computers&Accessories
B09YLXYP7Y,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,399.0,55.0,4.0,1423.0,Computers&Accessories
B09ZPM4C2C,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10901.0,30990.0,65.0,4.1,398.0,Electronics
B0B2DJDCPX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209.0,499.0,58.0,3.9,536.0,Computers&Accessories
B0BCZCQTJX,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1434.0,3999.0,64.0,4.0,32.0,Electronics
B07LGT55SJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64.0,4.2,24269.0,Computers&Accessories
B09NKZXMWJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139.0,249.0,44.0,4.0,9378.0,Computers&Accessories
B08QX1CC14,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",7299.0,19125.0,62.0,3.4,902.0,Electronics
B0974H97TJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.4,28791.0,Computers&Accessories
B07GVGTSLN,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.0,1299.0,75.0,4.2,10576.0,Computers&Accessories
B09VCHLSJF,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29999.0,39999.0,25.0,4.2,7298.0,Electronics
B0B1YZX72F,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",27999.0,40990.0,32.0,4.3,4703.0,Electronics
B092BJMT8Q,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",30990.0,52900.0,41.0,4.3,7109.0,Electronics
B0BMXMLSMM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,4.5,127.0,Computers&Accessories
B07JH1C41D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.0,1999.0,68.0,4.2,24269.0,Computers&Accessories
B0141EZMAI,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,269.0,800.0,66.0,3.6,10134.0,Computers&Accessories
B09Q5P2MT3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24999.0,31999.0,22.0,4.2,34899.0,Electronics
B08HDH26JX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,699.0,57.0,4.2,94363.0,Computers&Accessories
B09VT6JKRP,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,4.1,425.0,Computers&Accessories
B09T3KB6JZ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18990.0,40990.0,54.0,4.2,6659.0,Electronics
B093QCY6YJ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,290.0,349.0,17.0,3.7,1977.0,Computers&Accessories
B093ZNQZ2Y,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",249.0,799.0,69.0,3.8,1079.0,Electronics
B08LKS3LSP,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,345.0,999.0,65.0,3.7,1097.0,Computers&Accessories
B00V4BGDKU,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1099.0,1899.0,42.0,4.5,22420.0,Computers&Accessories
B08CHKQ8D4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719.0,1499.0,52.0,4.1,1045.0,Computers&Accessories
B09BW334ML,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,1499.0,77.0,4.3,4145.0,Electronics
B082T6GVLJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849.0,1809.0,53.0,4.3,6547.0,Computers&Accessories
B07DL1KC3H,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,899.0,67.0,4.0,1588.0,Electronics
B0B6F98KJJ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21999.0,29999.0,27.0,4.2,32840.0,Electronics
B07JNVF678,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,999.0,65.0,4.2,13120.0,Computers&Accessories
B09QGZFBPM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.3,2806.0,Computers&Accessories
B07JGDB5M1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.0,1299.0,65.0,4.2,24269.0,Computers&Accessories
B0981XSZJ7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70.0,4.3,766.0,Computers&Accessories
B0B9XLX8VR,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",37999.0,65000.0,42.0,4.3,3587.0,Electronics
B08Y5KXR6Z,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.0,800.0,88.0,3.9,24871.0,Computers&Accessories
B09F6VHQXB,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7390.0,20000.0,63.0,4.1,2581.0,Electronics
B0974G5Q2Y,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,273.1,999.0,73.0,4.3,20850.0,Computers&Accessories
B09YL9SN9B,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15990.0,23990.0,33.0,4.3,1035.0,Electronics
B09RX1FK54,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.1,1780.0,Computers&Accessories
B09TT6BFDX,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,1999.0,80.0,4.5,505.0,Electronics
B09KH58JZR,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,210.0,399.0,47.0,4.1,1717.0,Computers&Accessories
B09DDCQFMT,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1299.0,1999.0,35.0,3.6,590.0,Electronics
B08RP2L2NL,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,347.0,999.0,65.0,3.5,1121.0,Computers&Accessories
B0B4G2MWSB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,999.0,85.0,4.0,1313.0,Computers&Accessories
B0B21C4BMX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,228.0,899.0,75.0,3.8,132.0,Computers&Accessories
B084MZXJNK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1599.0,1999.0,20.0,4.4,1951.0,Computers&Accessories
B0BHZCNC4P,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1499.0,3999.0,63.0,3.7,37.0,Electronics
B0B16KD737,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8499.0,15999.0,47.0,4.3,592.0,Electronics
B099K9ZX65,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",20990.0,44990.0,53.0,4.1,1259.0,Electronics
B08Y55LPBF,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999.0,44999.0,27.0,4.2,45238.0,Electronics
B015OW3M1W,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",799.0,1700.0,53.0,4.1,28638.0,Electronics
B01D5H8ZI8,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",229.0,595.0,62.0,4.3,12835.0,Electronics
B09X1M3DHX,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999.0,27990.0,64.0,4.2,1269.0,Electronics
B09MM6P76N,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,599.0,42.0,4.2,284.0,Electronics
B01D5H8LDM,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",489.0,1200.0,59.0,4.4,69538.0,Electronics
B0B1YY6JJL,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",23999.0,34990.0,31.0,4.3,4703.0,Electronics
B09QGZM8QB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.3,2806.0,Computers&Accessories
B08L4SBJRY,Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,349.0,1299.0,73.0,4.0,3295.0,Electronics
B09X79PP8F,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,299.0,40.0,3.9,81.0,Computers&Accessories
B082T6GVG9,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,689.0,1500.0,54.0,4.2,42301.0,Computers&Accessories
B0B3XY5YT4,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",30990.0,49990.0,38.0,4.3,1376.0,Electronics
B0B4HKH19N,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,931.0,73.0,3.9,1075.0,Computers&Accessories
B08TGG316Z,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",999.0,2399.0,58.0,4.6,3664.0,Electronics
B071VMP1Z4,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,399.0,0.0,3.9,1951.0,Electronics
B071SDRGWL,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,699.0,50.0,4.3,20850.0,Computers&Accessories
B08PSQRW2T,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64.0,4.1,2685.0,Computers&Accessories
B0859M539M,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1699.0,2999.0,43.0,4.4,24780.0,Computers&Accessories
B08RX8G496,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",655.0,1099.0,40.0,3.2,285.0,Electronics
B002SZEOLG,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,749.0,1339.0,44.0,4.2,179692.0,Computers&Accessories
B08CS3BT4L,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999.0,12999.0,23.0,4.2,6088.0,Electronics
B00RFWNJMC,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",195.0,499.0,61.0,3.7,1383.0,Electronics
B082T6GXS5,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,2100.0,52.0,4.5,5492.0,Computers&Accessories
B09CMQRQM6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,899.0,44.0,4.2,919.0,Computers&Accessories
B005LJQMCK,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",416.0,599.0,31.0,4.2,30023.0,Electronics
B09C6H53KH,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,368.0,699.0,47.0,4.2,387.0,Computers&Accessories
B0BB3CBFBM,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29990.0,65000.0,54.0,4.1,211.0,Electronics
B08QSDKFGQ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,1099.0,69.0,4.3,974.0,Computers&Accessories
B08PV1X771,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15490.0,20900.0,26.0,4.3,16299.0,Electronics
B07YTNKVJQ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,1299.0,62.0,4.3,30411.0,Computers&Accessories
B0117H7GZ6,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,249.0,399.0,38.0,3.4,4642.0,Computers&Accessories
B09XJ1LM7R,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,799.0,50.0,4.3,12.0,Electronics
B084N133Y7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1499.0,1999.0,25.0,4.4,1951.0,Computers&Accessories
B088Z1YWBC,"Electronics|HomeTheater,TV&Video|Projectors",9490.0,15990.0,41.0,3.9,10480.0,Electronics
B07VSG5SXZ,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",637.0,1499.0,58.0,4.1,24.0,Electronics
B08RWCZ6SY,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,899.0,56.0,3.9,254.0,Electronics
B07KSB1MLX,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",1089.0,1600.0,32.0,4.0,3565.0,Electronics
B081FG1QYX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,999.0,66.0,4.3,6255.0,Computers&Accessories
B08R69WBN7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,499.0,70.0,4.0,7732.0,Computers&Accessories
B0B3RHX6B6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,399.0,63.0,3.9,57.0,Computers&Accessories
B084N18QZY,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,849.0,29.0,4.5,577.0,Computers&Accessories
B081NHWT6Z,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,1199.0,75.0,3.9,1193.0,Electronics
B07JPJJZ2H,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1299.0,69.0,4.2,13120.0,Computers&Accessories
B09JKNF147,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",339.0,1999.0,83.0,4.0,343.0,Electronics
B0B9959XF3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",12499.0,22990.0,46.0,4.3,1611.0,Electronics
B09PNR6F8Q,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38.0,4.0,6558.0,Computers&Accessories
B07M69276N,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1399.0,2499.0,44.0,4.4,23169.0,Computers&Accessories
B0B1YZ9CB8,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999.0,47990.0,31.0,4.3,4703.0,Electronics
B09YLYB9PB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,399.0,63.0,4.0,1423.0,Computers&Accessories
B08CTNJ985,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.0,999.0,67.0,4.3,2651.0,Computers&Accessories
B0BP7XLX48,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1999.0,80.0,5.0,5.0,Computers&Accessories
B09LHXNZLR,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,199.0,499.0,60.0,3.7,612.0,Computers&Accessories
B0B3N8VG24,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,88.0,299.0,71.0,4.0,9378.0,Computers&Accessories
B08PSVBB2X,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64.0,4.1,2685.0,Computers&Accessories
B0B3MQXNFB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,57.89,199.0,71.0,4.0,9378.0,Computers&Accessories
B08XMSKKMM,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",799.0,1999.0,60.0,3.3,576.0,Electronics
B09L8DT7D6,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",205.0,499.0,59.0,3.8,313.0,Electronics
B00GE55L22,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,699.0,57.0,4.1,2957.0,Computers&Accessories
B0162K34H2,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849.0,999.0,15.0,4.1,6736.0,Computers&Accessories
B0B8SRZ5SV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,949.0,1999.0,53.0,4.4,13552.0,Computers&Accessories
B07CWNJLPC,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,1200.0,58.0,4.3,5451.0,Computers&Accessories
